order_id,return_reason,return_date
77776,Late Delivery,2025-04-20
30197,Wrong Item,2025-11-02
83499,Late Delivery,2025-09-24
53837,Damaged,2025-10-24
85499,Damaged,2025-12-22
52389,Wrong Item,2025-08-26
88824,Wrong Item,2025-09-23
82395,Damaged,2025-07-13
82561,Wrong Item,2025-08-21
44510,Wrong Item,2025-07-03
27229,Late Delivery,2025-01-02
95090,Damaged,2025-09-02
22174,Damaged,2025-05-14
74135,Wrong Item,2025-02-22
60659,Not Needed,2025-08-01
77882,Wrong Item,2025-07-29
47110,Damaged,2025-06-03
41424,Wrong Item,2025-01-12
77385,Not Needed,2025-05-10
26419,Not Needed,2025-12-08
70323,Wrong Item,2025-01-30
49154,Wrong Item,2025-02-23
54236,Late Delivery,2025-03-06
27542,Late Delivery,2025-03-14
79096,Not Needed,2025-10-08
54823,Damaged,2025-09-01
54341,Not Needed,2025-06-06
8229,Damaged,2025-10-21
67255,Damaged,2025-08-30
56991,Late Delivery,2025-09-22
40974,Damaged,2025-10-23
29864,Not Needed,2025-09-01
75126,Late Delivery,2025-01-29
57051,Late Delivery,2025-10-07
31804,Damaged,2025-12-09
63861,Late Delivery,2025-10-28
60073,Damaged,2025-08-28
80751,Late Delivery,2025-08-15
69330,Damaged,2025-06-08
52891,Wrong Item,2025-09-11
21543,Not Needed,2025-09-14
67507,Not Needed,2025-11-09
41303,Late Delivery,2025-12-10
62576,Not Needed,2025-02-17
82822,Wrong Item,2025-09-17
22212,Damaged,2025-05-23
56198,Damaged,2025-06-13
61101,Late Delivery,2025-09-27
97917,Late Delivery,2025-07-20
23838,Not Needed,2025-11-17
94109,Not Needed,2025-07-26
59258,Not Needed,2025-05-08
60102,Not Needed,2025-09-02
99830,Late Delivery,2025-03-09
53524,Late Delivery,2025-07-01
1823,Wrong Item,2025-12-21
23950,Not Needed,2025-06-26
55231,Not Needed,2025-06-08
84239,Not Needed,2025-04-05
55026,Damaged,2025-08-23
65174,Damaged,2025-09-26
39768,Damaged,2025-03-20
42449,Damaged,2025-03-09
42162,Late Delivery,2025-09-11
77393,Late Delivery,2025-08-08
12636,Wrong Item,2025-11-06
7687,Damaged,2025-11-20
21722,Not Needed,2025-12-06
41800,Wrong Item,2025-08-19
7526,Not Needed,2025-01-08
72819,Late Delivery,2025-11-23
3688,Wrong Item,2025-10-05
63192,Not Needed,2025-05-20
42600,Damaged,2025-02-13
9398,Damaged,2025-05-05
81574,Not Needed,2025-12-05
359,Wrong Item,2025-07-13
52440,Damaged,2025-11-16
15272,Not Needed,2025-09-07
94758,Damaged,2025-12-18
38521,Late Delivery,2025-10-14
62808,Wrong Item,2025-01-19
51703,Wrong Item,2025-10-15
85507,Damaged,2025-09-02
35216,Wrong Item,2025-05-28
43713,Not Needed,2025-02-24
21396,Wrong Item,2025-07-13
35679,Damaged,2025-10-11
31242,Damaged,2025-03-13
69506,Damaged,2025-08-22
11306,Damaged,2025-10-18
81033,Wrong Item,2025-02-22
28871,Damaged,2025-09-23
38123,Damaged,2025-01-19
99439,Late Delivery,2025-04-20
40549,Wrong Item,2025-07-24
44847,Wrong Item,2025-06-07
48314,Wrong Item,2025-02-24
97121,Damaged,2025-04-10
91905,Not Needed,2025-07-20
69852,Wrong Item,2025-11-28
23135,Not Needed,2025-06-10
20318,Late Delivery,2025-02-12
91889,Late Delivery,2025-05-31
74139,Wrong Item,2025-12-28
21816,Damaged,2025-07-31
15829,Late Delivery,2025-06-01
84769,Not Needed,2025-07-23
40155,Late Delivery,2025-09-10
81725,Late Delivery,2025-03-04
44035,Damaged,2025-05-05
37821,Wrong Item,2025-09-29
57150,Not Needed,2025-11-07
85138,Wrong Item,2025-10-23
41588,Damaged,2025-06-29
88455,Damaged,2025-07-16
22829,Late Delivery,2025-04-17
7646,Not Needed,2025-06-30
24329,Not Needed,2025-01-25
38432,Late Delivery,2025-03-22
8541,Damaged,2025-12-23
30253,Not Needed,2025-02-18
77553,Late Delivery,2025-04-07
63978,Not Needed,2025-05-24
33962,Late Delivery,2025-08-21
53858,Not Needed,2025-11-30
44526,Wrong Item,2025-01-17
8076,Damaged,2025-08-11
72801,Damaged,2025-12-23
77549,Damaged,2025-03-27
18858,Not Needed,2025-01-03
1864,Damaged,2025-03-23
65548,Late Delivery,2025-05-09
58975,Wrong Item,2025-05-25
95844,Late Delivery,2025-04-30
8959,Not Needed,2025-01-26
15431,Not Needed,2025-03-23
69071,Wrong Item,2025-03-29
72598,Damaged,2025-09-26
29434,Late Delivery,2025-02-26
56365,Not Needed,2025-10-17
60433,Late Delivery,2025-12-24
61497,Not Needed,2025-04-05
55052,Late Delivery,2025-09-22
63212,Wrong Item,2025-10-11
81555,Not Needed,2025-05-25
76059,Not Needed,2025-10-14
1585,Wrong Item,2025-10-16
82400,Not Needed,2025-10-15
27907,Late Delivery,2025-10-30
12717,Wrong Item,2025-09-28
13486,Not Needed,2025-07-23
72551,Not Needed,2025-04-11
86404,Not Needed,2025-02-16
33787,Damaged,2025-10-17
96769,Damaged,2025-04-17
76677,Late Delivery,2025-03-06
6171,Late Delivery,2025-09-16
9172,Not Needed,2025-12-06
36899,Damaged,2025-09-17
88321,Damaged,2025-03-20
72944,Wrong Item,2025-03-18
41865,Damaged,2025-10-18
95749,Not Needed,2025-05-04
70171,Damaged,2025-10-09
5937,Damaged,2025-04-12
59948,Late Delivery,2025-06-16
3773,Damaged,2025-04-02
32413,Not Needed,2025-09-12
42231,Late Delivery,2025-06-25
45944,Damaged,2025-06-06
74242,Wrong Item,2025-10-30
98671,Damaged,2025-07-05
84858,Damaged,2025-08-08
90968,Damaged,2025-06-01
47457,Wrong Item,2025-09-24
51775,Late Delivery,2025-03-21
7461,Wrong Item,2025-04-30
63635,Wrong Item,2025-02-06
56549,Not Needed,2025-02-12
92717,Not Needed,2025-10-13
59781,Late Delivery,2025-08-05
55688,Late Delivery,2025-09-09
54149,Wrong Item,2025-08-16
79585,Late Delivery,2025-06-29
9661,Not Needed,2025-07-25
6525,Not Needed,2025-10-16
23197,Damaged,2025-09-15
78927,Late Delivery,2025-02-15
46210,Late Delivery,2025-04-06
62407,Wrong Item,2025-12-08
33239,Damaged,2025-05-17
45168,Late Delivery,2025-02-06
45285,Damaged,2025-03-08
17181,Damaged,2025-01-30
9493,Late Delivery,2025-02-17
72741,Damaged,2025-04-10
53123,Wrong Item,2025-10-04
24013,Not Needed,2025-10-06
6899,Wrong Item,2025-12-14
65150,Not Needed,2025-04-26
77362,Damaged,2025-05-21
49824,Damaged,2025-11-21
75423,Not Needed,2025-09-24
64625,Wrong Item,2025-06-14
70143,Late Delivery,2025-07-28
53624,Wrong Item,2025-07-28
61501,Damaged,2025-12-07
56434,Late Delivery,2025-05-15
99428,Late Delivery,2025-02-19
48111,Late Delivery,2025-08-18
15538,Not Needed,2025-05-02
99331,Damaged,2025-12-05
2216,Late Delivery,2025-01-01
59071,Wrong Item,2025-03-23
45684,Late Delivery,2025-06-22
49358,Damaged,2025-05-02
25890,Wrong Item,2025-12-30
24612,Wrong Item,2025-05-02
91549,Damaged,2025-06-12
94788,Not Needed,2025-04-23
91155,Wrong Item,2025-09-09
15963,Wrong Item,2025-07-28
21894,Wrong Item,2025-11-17
3587,Late Delivery,2025-06-07
8292,Not Needed,2025-12-13
13741,Wrong Item,2025-02-26
52628,Not Needed,2025-11-26
31676,Damaged,2025-11-06
43299,Late Delivery,2025-05-04
47611,Wrong Item,2025-05-14
21585,Damaged,2025-05-30
40778,Damaged,2025-07-08
31173,Not Needed,2025-03-08
13824,Wrong Item,2025-09-28
51198,Late Delivery,2025-08-30
67374,Damaged,2025-09-13
27573,Wrong Item,2025-02-10
9195,Damaged,2025-06-28
41937,Wrong Item,2025-12-05
55555,Wrong Item,2025-07-17
30728,Not Needed,2025-02-06
94314,Late Delivery,2025-02-22
14424,Late Delivery,2025-05-23
22165,Not Needed,2025-07-13
79954,Wrong Item,2025-07-21
56956,Not Needed,2025-01-03
68881,Not Needed,2025-10-06
93291,Damaged,2025-09-21
11279,Not Needed,2025-11-18
11671,Damaged,2025-01-03
58719,Late Delivery,2025-10-23
27635,Not Needed,2025-11-11
33137,Late Delivery,2025-10-16
30602,Not Needed,2025-11-22
61949,Late Delivery,2025-03-20
46634,Damaged,2025-06-18
70597,Not Needed,2025-06-24
63553,Damaged,2025-12-24
36056,Not Needed,2025-07-10
1346,Not Needed,2025-09-07
70375,Late Delivery,2025-01-09
84677,Not Needed,2025-11-25
91321,Late Delivery,2025-08-20
68435,Wrong Item,2025-07-18
80161,Late Delivery,2025-01-16
69402,Late Delivery,2025-09-14
97742,Not Needed,2025-09-29
63138,Wrong Item,2025-11-12
70986,Not Needed,2025-10-09
41453,Not Needed,2025-12-10
92153,Late Delivery,2025-03-13
356,Wrong Item,2025-12-03
13929,Wrong Item,2025-03-15
87284,Wrong Item,2025-11-13
50260,Wrong Item,2025-06-26
72727,Not Needed,2025-09-14
51091,Late Delivery,2025-11-25
79676,Wrong Item,2025-01-23
7579,Wrong Item,2025-09-04
62476,Not Needed,2025-01-16
84034,Late Delivery,2025-08-25
24425,Damaged,2025-09-14
27879,Wrong Item,2025-04-19
95936,Not Needed,2025-02-11
59456,Wrong Item,2025-09-27
71133,Damaged,2025-06-29
51193,Wrong Item,2025-02-10
8112,Damaged,2025-12-28
91871,Late Delivery,2025-11-02
47705,Not Needed,2025-07-08
6495,Late Delivery,2025-01-30
28866,Late Delivery,2025-04-14
35538,Damaged,2025-08-29
67305,Late Delivery,2025-02-03
19534,Wrong Item,2025-06-13
25534,Late Delivery,2025-05-11
85108,Late Delivery,2025-03-01
87850,Damaged,2025-02-06
85656,Damaged,2025-05-16
94599,Not Needed,2025-11-28
60931,Wrong Item,2025-04-24
11880,Wrong Item,2025-10-16
64150,Not Needed,2025-04-16
94687,Wrong Item,2025-03-05
81888,Wrong Item,2025-04-30
25394,Wrong Item,2025-01-12
8081,Not Needed,2025-09-05
60410,Not Needed,2025-12-25
65768,Wrong Item,2025-05-11
81743,Not Needed,2025-07-15
40447,Damaged,2025-10-08
88184,Late Delivery,2025-02-04
49907,Wrong Item,2025-09-15
33183,Damaged,2025-05-10
34082,Not Needed,2025-11-23
44395,Not Needed,2025-11-07
89147,Damaged,2025-03-29
45727,Not Needed,2025-05-27
56027,Damaged,2025-07-06
73345,Not Needed,2025-12-19
28800,Not Needed,2025-12-01
61507,Wrong Item,2025-03-08
67547,Damaged,2025-01-11
21623,Damaged,2025-11-29
71078,Wrong Item,2025-07-24
27236,Not Needed,2025-11-30
52538,Late Delivery,2025-03-23
45478,Damaged,2025-12-25
28872,Damaged,2025-07-21
95290,Late Delivery,2025-09-11
76377,Damaged,2025-12-13
42594,Late Delivery,2025-01-29
41539,Not Needed,2025-11-16
47189,Not Needed,2025-06-07
47710,Damaged,2025-10-08
36470,Wrong Item,2025-02-05
5318,Damaged,2025-01-18
50050,Wrong Item,2025-08-16
9566,Late Delivery,2025-12-31
93701,Not Needed,2025-11-24
48550,Late Delivery,2025-09-14
5725,Late Delivery,2025-03-31
29173,Wrong Item,2025-01-25
83316,Wrong Item,2025-06-27
67148,Late Delivery,2025-05-27
65780,Late Delivery,2025-10-14
79935,Late Delivery,2025-06-18
89932,Late Delivery,2025-08-10
11284,Late Delivery,2025-08-14
41684,Not Needed,2025-01-20
28821,Late Delivery,2025-08-12
64254,Late Delivery,2025-10-20
79130,Damaged,2025-07-30
18643,Damaged,2025-10-05
54837,Late Delivery,2025-02-13
4696,Not Needed,2025-06-20
44239,Not Needed,2025-10-02
47555,Late Delivery,2025-02-13
4892,Late Delivery,2025-07-05
627,Damaged,2025-06-17
40070,Late Delivery,2025-05-04
84405,Damaged,2025-08-25
43557,Late Delivery,2025-03-05
63370,Late Delivery,2025-03-16
37610,Damaged,2025-08-09
77379,Not Needed,2025-07-09
46254,Not Needed,2025-06-05
48922,Damaged,2025-07-11
76952,Not Needed,2025-12-27
17449,Damaged,2025-02-23
85158,Wrong Item,2025-02-03
20047,Late Delivery,2025-12-04
53051,Wrong Item,2025-06-02
73965,Wrong Item,2025-10-04
68301,Wrong Item,2025-02-21
31390,Wrong Item,2025-03-24
60751,Not Needed,2025-06-10
6229,Wrong Item,2025-08-31
55821,Damaged,2025-02-19
69838,Wrong Item,2025-10-17
49534,Late Delivery,2025-10-01
84879,Wrong Item,2025-04-08
52935,Not Needed,2025-10-21
93319,Damaged,2025-04-04
44648,Not Needed,2025-03-05
81488,Late Delivery,2025-09-15
69521,Damaged,2025-12-22
76533,Not Needed,2025-12-23
19207,Damaged,2025-02-05
46358,Not Needed,2025-09-15
40475,Damaged,2025-03-20
23198,Wrong Item,2025-02-11
22695,Damaged,2025-03-15
1838,Wrong Item,2025-04-19
41811,Not Needed,2025-07-25
30228,Late Delivery,2025-01-14
78507,Not Needed,2025-09-14
2607,Late Delivery,2025-11-19
23798,Not Needed,2025-03-15
12063,Late Delivery,2025-11-23
54808,Late Delivery,2025-01-20
23604,Late Delivery,2025-11-06
11270,Damaged,2025-10-05
25458,Damaged,2025-02-18
83843,Not Needed,2025-07-10
4375,Late Delivery,2025-05-23
22805,Wrong Item,2025-02-20
41473,Not Needed,2025-12-11
53250,Not Needed,2025-05-05
36904,Late Delivery,2025-01-12
81701,Wrong Item,2025-02-16
74752,Wrong Item,2025-08-20
35303,Wrong Item,2025-11-10
43123,Not Needed,2025-02-17
70931,Damaged,2025-11-02
81072,Damaged,2025-03-25
13100,Not Needed,2025-08-26
49054,Damaged,2025-08-20
34046,Late Delivery,2025-07-13
33833,Not Needed,2025-05-07
62294,Late Delivery,2025-05-07
93324,Damaged,2025-10-21
48520,Not Needed,2025-08-03
92767,Late Delivery,2025-07-21
30364,Wrong Item,2025-03-25
50357,Late Delivery,2025-07-10
31939,Wrong Item,2025-09-12
68898,Wrong Item,2025-04-25
66749,Late Delivery,2025-12-05
74433,Wrong Item,2025-11-23
55817,Wrong Item,2025-04-19
283,Wrong Item,2025-08-15
70437,Wrong Item,2025-02-17
82672,Late Delivery,2025-08-13
83073,Not Needed,2025-09-20
3751,Not Needed,2025-06-01
3965,Damaged,2025-01-19
64709,Wrong Item,2025-12-12
40434,Damaged,2025-12-02
82890,Wrong Item,2025-07-26
88765,Late Delivery,2025-09-06
10971,Wrong Item,2025-03-09
2362,Not Needed,2025-05-26
60226,Damaged,2025-05-09
22299,Late Delivery,2025-05-27
82150,Wrong Item,2025-10-13
80896,Not Needed,2025-02-20
52021,Wrong Item,2025-02-04
82292,Not Needed,2025-08-20
87914,Not Needed,2025-01-18
44498,Not Needed,2025-11-08
14102,Late Delivery,2025-06-11
56869,Damaged,2025-03-15
38190,Not Needed,2025-08-05
28876,Not Needed,2025-01-26
64568,Wrong Item,2025-06-20
13952,Wrong Item,2025-08-29
76750,Not Needed,2025-12-12
42459,Not Needed,2025-09-13
58758,Damaged,2025-09-21
31835,Late Delivery,2025-06-30
92757,Damaged,2025-12-25
46383,Damaged,2025-12-19
60590,Not Needed,2025-03-10
7866,Not Needed,2025-02-16
67625,Damaged,2025-02-28
70073,Damaged,2025-02-07
3571,Not Needed,2025-07-01
81351,Damaged,2025-09-21
36044,Wrong Item,2025-03-06
9489,Not Needed,2025-12-28
56137,Late Delivery,2025-08-30
32226,Late Delivery,2025-02-25
14209,Not Needed,2025-05-06
59210,Late Delivery,2025-06-15
47260,Not Needed,2025-06-22
55041,Damaged,2025-06-14
65315,Damaged,2025-02-08
86994,Wrong Item,2025-10-13
79788,Not Needed,2025-06-22
37977,Not Needed,2025-07-21
50618,Damaged,2025-12-31
22699,Damaged,2025-10-02
60107,Late Delivery,2025-06-19
81478,Damaged,2025-11-25
15475,Not Needed,2025-01-29
88138,Damaged,2025-03-28
51929,Wrong Item,2025-09-27
156,Wrong Item,2025-02-04
95431,Late Delivery,2025-05-22
41646,Not Needed,2025-06-20
62025,Not Needed,2025-06-03
24717,Wrong Item,2025-06-09
86610,Wrong Item,2025-01-07
42427,Damaged,2025-06-26
33628,Wrong Item,2025-01-23
75644,Wrong Item,2025-04-27
88443,Damaged,2025-07-24
17976,Wrong Item,2025-12-17
93281,Late Delivery,2025-03-05
20345,Damaged,2025-10-26
24949,Late Delivery,2025-04-19
5174,Wrong Item,2025-10-23
74965,Wrong Item,2025-04-01
36298,Damaged,2025-12-31
25937,Damaged,2025-05-27
23426,Damaged,2025-05-25
11796,Late Delivery,2025-05-08
79653,Late Delivery,2025-05-05
67760,Wrong Item,2025-06-20
37800,Not Needed,2025-01-28
12846,Not Needed,2025-02-16
37149,Late Delivery,2025-10-27
90455,Wrong Item,2025-08-13
55735,Wrong Item,2025-04-26
72071,Not Needed,2025-05-27
82755,Late Delivery,2025-06-14
38529,Late Delivery,2025-01-27
91166,Late Delivery,2025-12-15
67081,Late Delivery,2025-08-20
87204,Damaged,2025-06-09
13752,Late Delivery,2025-10-23
51961,Late Delivery,2025-08-24
77065,Late Delivery,2025-05-04
87065,Late Delivery,2025-02-09
3465,Not Needed,2025-09-26
71283,Late Delivery,2025-11-09
24734,Wrong Item,2025-04-21
78035,Damaged,2025-03-08
55994,Not Needed,2025-11-12
48882,Wrong Item,2025-04-14
39368,Damaged,2025-08-16
41952,Not Needed,2025-01-18
17678,Not Needed,2025-06-26
12401,Not Needed,2025-07-06
57727,Not Needed,2025-08-21
12739,Wrong Item,2025-12-02
9263,Late Delivery,2025-03-07
57429,Late Delivery,2025-08-13
81530,Late Delivery,2025-07-14
36188,Not Needed,2025-02-04
48908,Not Needed,2025-09-14
61895,Late Delivery,2025-12-25
31088,Not Needed,2025-10-02
49105,Damaged,2025-06-29
17952,Not Needed,2025-08-01
59494,Wrong Item,2025-12-20
65246,Damaged,2025-08-05
15198,Wrong Item,2025-08-24
24358,Not Needed,2025-07-23
58108,Not Needed,2025-01-20
73862,Wrong Item,2025-11-03
51153,Wrong Item,2025-11-10
84173,Wrong Item,2025-07-22
59600,Damaged,2025-04-12
77973,Not Needed,2025-01-22
87100,Late Delivery,2025-08-27
89454,Not Needed,2025-05-21
66150,Not Needed,2025-11-16
45530,Late Delivery,2025-02-01
38331,Late Delivery,2025-06-14
97153,Wrong Item,2025-11-01
6873,Late Delivery,2025-06-13
81952,Damaged,2025-02-10
15027,Not Needed,2025-01-30
29324,Late Delivery,2025-06-14
58674,Late Delivery,2025-04-14
4872,Wrong Item,2025-12-17
12574,Wrong Item,2025-06-06
66315,Not Needed,2025-06-23
27708,Wrong Item,2025-07-01
11259,Late Delivery,2025-09-26
20291,Not Needed,2025-12-16
19765,Damaged,2025-08-21
51,Not Needed,2025-05-17
3030,Late Delivery,2025-04-25
25478,Not Needed,2025-01-20
95557,Late Delivery,2025-06-18
73803,Wrong Item,2025-04-28
79353,Wrong Item,2025-10-14
95272,Damaged,2025-02-28
50932,Damaged,2025-01-06
63575,Damaged,2025-06-01
42023,Damaged,2025-12-17
14474,Late Delivery,2025-04-08
9216,Late Delivery,2025-06-08
32015,Wrong Item,2025-12-09
46769,Late Delivery,2025-07-25
15011,Late Delivery,2025-05-01
18663,Not Needed,2025-02-26
9363,Damaged,2025-12-14
70103,Late Delivery,2025-11-09
68500,Damaged,2025-09-06
47624,Not Needed,2025-06-09
73454,Not Needed,2025-11-13
94319,Wrong Item,2025-01-29
47663,Damaged,2025-06-19
24776,Damaged,2025-09-18
67518,Not Needed,2025-07-26
437,Late Delivery,2025-11-13
59374,Not Needed,2025-04-15
65674,Damaged,2025-09-20
2370,Damaged,2025-06-28
66304,Late Delivery,2025-01-08
2275,Damaged,2025-02-05
18799,Damaged,2025-09-21
86403,Wrong Item,2025-02-25
81849,Late Delivery,2025-08-13
59593,Not Needed,2025-05-20
91505,Late Delivery,2025-06-19
65820,Not Needed,2025-03-11
36301,Damaged,2025-09-04
91044,Late Delivery,2025-11-15
39749,Late Delivery,2025-08-23
49236,Wrong Item,2025-05-09
42258,Not Needed,2025-04-24
62104,Damaged,2025-08-01
87471,Late Delivery,2025-10-19
87657,Late Delivery,2025-07-12
64491,Late Delivery,2025-10-01
10526,Not Needed,2025-10-23
97702,Damaged,2025-06-08
30752,Late Delivery,2025-03-27
32389,Damaged,2025-11-26
19689,Damaged,2025-09-16
41901,Late Delivery,2025-08-14
35730,Late Delivery,2025-08-19
43614,Late Delivery,2025-09-13
15124,Damaged,2025-07-09
49520,Not Needed,2025-10-13
54145,Damaged,2025-05-12
87970,Late Delivery,2025-01-26
96354,Late Delivery,2025-03-13
53860,Wrong Item,2025-01-08
52569,Not Needed,2025-12-12
29245,Wrong Item,2025-08-29
61909,Wrong Item,2025-03-19
15159,Damaged,2025-07-04
91206,Wrong Item,2025-08-27
43897,Late Delivery,2025-05-05
46759,Not Needed,2025-02-26
35019,Not Needed,2025-02-23
66402,Damaged,2025-04-19
47146,Damaged,2025-06-22
39630,Damaged,2025-11-03
88267,Damaged,2025-02-10
25201,Late Delivery,2025-01-01
99054,Not Needed,2025-05-04
49368,Late Delivery,2025-04-14
87257,Damaged,2025-02-17
68755,Not Needed,2025-07-12
7785,Damaged,2025-01-18
57641,Damaged,2025-08-03
85218,Damaged,2025-05-01
51523,Wrong Item,2025-07-19
49994,Damaged,2025-08-31
95328,Late Delivery,2025-04-15
48861,Wrong Item,2025-05-08
69841,Damaged,2025-07-13
206,Wrong Item,2025-03-16
33373,Not Needed,2025-05-29
87384,Not Needed,2025-05-27
34088,Not Needed,2025-04-13
65642,Damaged,2025-04-21
19536,Late Delivery,2025-05-07
17798,Not Needed,2025-09-15
78430,Wrong Item,2025-08-29
28673,Damaged,2025-08-09
28457,Wrong Item,2025-06-10
79329,Not Needed,2025-01-31
63074,Not Needed,2025-06-27
61936,Wrong Item,2025-04-30
66298,Late Delivery,2025-03-22
57333,Damaged,2025-11-24
15385,Wrong Item,2025-02-27
9687,Not Needed,2025-07-26
86632,Not Needed,2025-02-12
50626,Damaged,2025-12-15
84770,Damaged,2025-07-03
45569,Wrong Item,2025-06-20
68891,Wrong Item,2025-04-16
37683,Wrong Item,2025-11-09
82465,Wrong Item,2025-05-24
78998,Wrong Item,2025-09-30
89829,Damaged,2025-07-22
43336,Damaged,2025-03-25
16821,Not Needed,2025-02-01
62679,Damaged,2025-03-24
98457,Wrong Item,2025-10-05
1807,Damaged,2025-10-06
14096,Late Delivery,2025-02-16
22098,Wrong Item,2025-03-01
33414,Not Needed,2025-05-30
10146,Not Needed,2025-09-12
91667,Late Delivery,2025-12-05
3610,Not Needed,2025-09-25
28165,Late Delivery,2025-11-26
36659,Wrong Item,2025-01-05
13190,Wrong Item,2025-12-20
3575,Late Delivery,2025-09-11
54945,Wrong Item,2025-04-21
88801,Wrong Item,2025-09-30
58916,Wrong Item,2025-01-29
57830,Damaged,2025-11-07
12146,Not Needed,2025-05-03
95993,Not Needed,2025-12-05
57092,Late Delivery,2025-01-27
9817,Late Delivery,2025-01-22
73839,Not Needed,2025-11-21
71968,Not Needed,2025-10-02
50809,Not Needed,2025-01-20
71345,Not Needed,2025-01-02
53593,Not Needed,2025-04-25
6776,Damaged,2025-09-18
4782,Damaged,2025-08-17
58699,Not Needed,2025-11-07
39306,Not Needed,2025-04-22
24413,Not Needed,2025-06-22
3946,Late Delivery,2025-12-17
20652,Late Delivery,2025-03-19
757,Not Needed,2025-11-23
5060,Late Delivery,2025-03-15
22234,Wrong Item,2025-12-21
10460,Wrong Item,2025-12-22
49395,Wrong Item,2025-04-23
28614,Damaged,2025-03-23
73483,Damaged,2025-01-02
20637,Late Delivery,2025-01-15
23444,Late Delivery,2025-07-08
13689,Wrong Item,2025-03-27
76165,Not Needed,2025-01-04
19002,Not Needed,2025-10-13
93268,Late Delivery,2025-06-04
11087,Damaged,2025-12-26
58476,Not Needed,2025-02-01
7519,Wrong Item,2025-08-15
54689,Damaged,2025-09-27
72670,Wrong Item,2025-05-07
87362,Not Needed,2025-12-11
44343,Wrong Item,2025-01-13
19118,Late Delivery,2025-11-02
14718,Wrong Item,2025-05-19
61025,Not Needed,2025-10-02
98321,Late Delivery,2025-12-22
50503,Late Delivery,2025-10-25
14367,Late Delivery,2025-08-15
28782,Damaged,2025-06-07
38739,Damaged,2025-02-28
85315,Damaged,2025-09-26
66173,Not Needed,2025-12-18
36546,Wrong Item,2025-06-29
30310,Damaged,2025-05-03
90991,Not Needed,2025-09-25
80650,Wrong Item,2025-01-29
26953,Late Delivery,2025-04-13
33729,Not Needed,2025-10-20
21671,Wrong Item,2025-04-16
42571,Damaged,2025-10-01
73729,Not Needed,2025-01-08
93576,Not Needed,2025-03-13
28696,Late Delivery,2025-10-26
41997,Wrong Item,2025-08-15
23790,Late Delivery,2025-07-20
77256,Wrong Item,2025-11-13
51108,Damaged,2025-11-25
32037,Not Needed,2025-07-06
40648,Damaged,2025-10-29
21301,Late Delivery,2025-11-02
55829,Late Delivery,2025-10-09
4346,Late Delivery,2025-03-20
88816,Not Needed,2025-02-10
51144,Not Needed,2025-03-07
21911,Not Needed,2025-10-14
11534,Wrong Item,2025-11-08
31316,Late Delivery,2025-07-21
7645,Damaged,2025-04-08
16510,Late Delivery,2025-03-12
65416,Not Needed,2025-09-18
41075,Damaged,2025-07-28
44464,Not Needed,2025-01-12
7438,Not Needed,2025-08-06
18691,Late Delivery,2025-10-26
34736,Not Needed,2025-12-25
55784,Damaged,2025-05-15
15786,Late Delivery,2025-09-28
41240,Late Delivery,2025-07-13
62673,Damaged,2025-05-10
68293,Not Needed,2025-12-28
46077,Damaged,2025-11-02
86366,Wrong Item,2025-07-08
85454,Late Delivery,2025-03-06
60597,Wrong Item,2025-10-17
63243,Not Needed,2025-04-11
12491,Wrong Item,2025-08-27
37083,Damaged,2025-11-27
3358,Not Needed,2025-01-03
44412,Wrong Item,2025-08-12
16899,Wrong Item,2025-05-23
39570,Damaged,2025-03-16
95394,Late Delivery,2025-05-24
92015,Late Delivery,2025-03-10
93160,Not Needed,2025-12-23
98227,Not Needed,2025-10-16
96777,Wrong Item,2025-11-30
27231,Not Needed,2025-11-24
40289,Late Delivery,2025-03-24
57598,Wrong Item,2025-12-31
48696,Wrong Item,2025-12-30
85225,Wrong Item,2025-10-03
55263,Late Delivery,2025-04-22
51757,Damaged,2025-07-17
88916,Wrong Item,2025-11-02
98238,Not Needed,2025-05-24
65023,Late Delivery,2025-03-19
73488,Not Needed,2025-10-21
79127,Late Delivery,2025-07-25
45513,Late Delivery,2025-09-11
33316,Not Needed,2025-11-19
2245,Late Delivery,2025-11-13
26937,Wrong Item,2025-11-24
14268,Wrong Item,2025-01-10
56276,Damaged,2025-01-29
85624,Late Delivery,2025-06-02
17264,Damaged,2025-12-16
59995,Wrong Item,2025-07-23
22879,Damaged,2025-12-16
82439,Late Delivery,2025-08-18
31976,Late Delivery,2025-02-09
4695,Wrong Item,2025-12-30
61363,Not Needed,2025-12-08
4786,Late Delivery,2025-08-22
35838,Not Needed,2025-04-30
57812,Late Delivery,2025-09-16
52950,Damaged,2025-05-26
55043,Late Delivery,2025-01-18
33983,Damaged,2025-05-22
93328,Not Needed,2025-04-09
30431,Late Delivery,2025-08-30
32122,Wrong Item,2025-12-03
45614,Late Delivery,2025-08-21
61241,Not Needed,2025-01-16
56001,Wrong Item,2025-02-14
26525,Not Needed,2025-02-06
13848,Wrong Item,2025-10-08
5744,Damaged,2025-11-29
67909,Wrong Item,2025-08-14
66562,Wrong Item,2025-04-10
29299,Late Delivery,2025-12-21
31964,Damaged,2025-10-29
68762,Not Needed,2025-05-18
1036,Wrong Item,2025-09-16
1998,Damaged,2025-02-24
29238,Late Delivery,2025-09-10
17034,Damaged,2025-10-04
6537,Late Delivery,2025-11-06
3153,Damaged,2025-02-22
50802,Wrong Item,2025-10-13
88082,Damaged,2025-12-20
18043,Wrong Item,2025-03-27
11516,Late Delivery,2025-05-16
