order_id,delivery_date,delay_days
18726,2025-10-12,3
18727,2025-06-10,0
18728,2025-12-10,0
18729,2025-07-13,0
18730,2025-04-17,3
18731,2025-09-14,4
18732,2025-01-14,0
18733,2025-06-15,0
18734,2025-03-17,3
18735,2025-11-19,0
18736,2025-10-02,0
18737,2025-10-24,4
18738,2025-04-04,0
18739,2025-07-15,4
18740,2025-07-01,3
18741,2025-12-22,0
18742,2025-09-23,0
18743,2025-02-21,1
18744,2025-01-16,0
18745,2025-01-16,4
18746,2025-12-15,0
18747,2025-12-24,0
18748,2025-06-23,2
18749,2025-09-30,5
18750,2025-07-16,4
18751,2025-04-30,0
18752,2026-01-06,2
18753,2025-05-04,2
18754,2025-02-14,5
18755,2025-12-17,0
18756,2025-09-19,0
18757,2025-10-07,5
18758,2025-07-08,3
18759,2025-05-19,0
18760,2025-12-04,2
18761,2025-11-28,1
18762,2025-05-02,4
18763,2025-05-27,5
18764,2025-07-30,4
18765,2025-10-04,2
18766,2025-02-16,0
18767,2025-09-01,1
18768,2025-01-12,0
18769,2025-04-30,0
18770,2025-01-14,1
18771,2025-04-19,5
18772,2025-08-17,1
18773,2025-10-17,0
18774,2025-03-31,3
18775,2025-09-07,3
18776,2025-02-21,1
18777,2025-07-11,0
18778,2025-03-26,3
18779,2025-02-11,0
18780,2025-12-28,0
18781,2025-07-10,0
18782,2026-01-02,2
18783,2025-09-23,2
18784,2025-07-14,0
18785,2025-09-19,3
18786,2025-01-13,0
18787,2025-03-23,5
18788,2025-04-15,0
18789,2025-03-21,3
18790,2025-07-10,2
18791,2025-12-21,5
18792,2025-11-16,0
18793,2025-04-16,0
18794,2025-04-03,5
18795,2025-09-14,0
18796,2025-08-30,0
18797,2025-04-08,0
18798,2025-09-20,0
18799,2025-09-29,3
18800,2025-05-23,4
18801,2025-10-19,0
18802,2025-06-05,5
18803,2025-11-19,5
18804,2025-09-08,2
18805,2025-07-02,0
18806,2025-11-19,1
18807,2025-09-29,0
18808,2025-02-18,0
18809,2025-06-06,0
18810,2025-06-05,2
18811,2025-04-14,0
18812,2025-05-25,1
18813,2025-04-03,1
18814,2025-06-25,0
18815,2025-03-23,0
18816,2025-08-12,3
18817,2025-10-14,4
18818,2025-06-10,0
18819,2025-10-30,0
18820,2025-10-01,0
18821,2025-10-27,0
18822,2025-05-26,0
18823,2025-09-09,4
18824,2025-05-12,1
18825,2025-08-31,0
18826,2025-10-28,2
18827,2025-08-16,0
18828,2025-11-03,3
18829,2025-03-30,2
18830,2025-09-13,0
18831,2025-10-26,0
18832,2025-03-13,0
18833,2025-03-15,2
18834,2025-06-07,0
18835,2025-08-22,0
18836,2025-03-21,0
18837,2025-04-11,5
18838,2025-09-02,4
18839,2025-04-01,0
18840,2025-05-25,2
18841,2025-12-29,4
18842,2025-08-31,0
18843,2025-04-27,0
18844,2025-05-17,3
18845,2025-10-06,0
18846,2025-04-13,4
18847,2025-07-12,1
18848,2025-03-01,3
18849,2025-02-07,3
18850,2025-01-06,0
18851,2025-05-14,0
18852,2025-08-06,5
18853,2025-01-11,0
18854,2025-04-09,0
18855,2025-07-28,0
18856,2025-01-28,5
18857,2025-08-18,0
18858,2025-01-10,2
18859,2025-08-02,0
18860,2025-07-15,2
18861,2025-07-11,0
18862,2025-06-10,3
18863,2025-05-11,4
18864,2025-07-11,1
18865,2025-01-29,1
18866,2025-10-30,0
18867,2025-02-10,1
18868,2025-02-23,5
18869,2025-10-21,0
18870,2025-02-16,0
18871,2025-03-13,4
18872,2025-03-19,0
18873,2025-10-21,0
18874,2025-12-17,1
18875,2025-11-02,0
18876,2025-01-19,5
18877,2025-01-10,0
18878,2025-06-26,5
18879,2025-02-04,2
18880,2025-08-24,5
18881,2025-06-07,0
18882,2025-02-09,0
18883,2025-11-30,0
18884,2025-02-17,4
18885,2025-10-09,3
18886,2025-11-17,4
18887,2025-10-14,3
18888,2025-06-21,0
18889,2025-05-21,0
18890,2025-02-17,2
18891,2025-11-06,2
18892,2025-01-14,5
18893,2025-10-27,2
18894,2025-03-06,3
18895,2025-01-20,2
18896,2025-07-09,0
18897,2025-03-08,0
18898,2025-09-26,0
18899,2025-03-29,0
18900,2025-06-10,0
18901,2025-02-07,0
18902,2025-08-25,0
18903,2025-12-09,3
18904,2025-07-07,0
18905,2025-10-16,0
18906,2025-10-31,0
18907,2025-07-02,0
18908,2025-12-10,5
18909,2025-05-06,0
18910,2025-06-07,0
18911,2025-02-03,0
18912,2025-08-17,5
18913,2025-09-08,2
18914,2025-10-01,0
18915,2025-04-03,0
18916,2025-09-12,3
18917,2025-10-11,0
18918,2025-12-10,0
18919,2025-09-25,3
18920,2025-06-18,0
18921,2025-10-14,4
18922,2025-05-05,0
18923,2025-08-10,5
18924,2025-09-16,0
18925,2025-12-13,5
18926,2025-10-14,0
18927,2025-03-04,0
18928,2025-07-20,1
18929,2025-02-05,5
18930,2025-10-25,0
18931,2025-11-03,1
18932,2025-07-12,0
18933,2025-05-18,5
18934,2025-06-13,0
18935,2025-07-15,0
18936,2025-07-13,4
18937,2025-06-05,0
18938,2025-01-25,4
18939,2025-06-27,0
18940,2025-02-05,0
18941,2025-08-07,0
18942,2025-09-29,5
18943,2025-11-27,5
18944,2025-03-27,0
18945,2025-08-10,0
18946,2025-12-30,2
18947,2025-05-06,0
18948,2025-10-24,0
18949,2025-03-31,2
18950,2025-08-09,0
18951,2025-12-20,3
18952,2025-05-21,4
18953,2025-04-21,5
18954,2025-07-11,0
18955,2025-12-25,3
18956,2025-05-17,0
18957,2025-12-25,0
18958,2025-11-04,5
18959,2025-12-27,0
18960,2025-12-29,3
18961,2025-09-30,0
18962,2025-06-20,3
18963,2025-04-15,0
18964,2025-02-10,5
18965,2025-05-27,5
18966,2025-09-16,0
18967,2025-03-19,0
18968,2025-02-27,0
18969,2025-08-07,0
18970,2025-02-22,2
18971,2025-02-21,3
18972,2025-05-02,0
18973,2025-02-17,3
18974,2025-08-08,4
18975,2025-03-20,0
18976,2025-09-05,3
18977,2025-12-17,3
18978,2025-10-18,4
18979,2025-08-09,0
18980,2025-07-11,0
18981,2025-10-03,0
18982,2025-09-12,3
18983,2025-07-20,4
18984,2025-03-08,3
18985,2025-08-02,2
18986,2025-07-03,0
18987,2025-07-31,0
18988,2025-10-19,2
18989,2025-07-16,2
18990,2025-12-06,3
18991,2025-08-26,2
18992,2025-12-14,4
18993,2025-10-31,0
18994,2025-03-17,1
18995,2025-01-06,0
18996,2025-08-23,4
18997,2025-08-18,2
18998,2025-06-03,2
18999,2025-06-02,0
19000,2025-10-03,5
19001,2025-01-28,3
19002,2025-10-19,1
19003,2025-06-04,0
19004,2025-06-06,3
19005,2025-10-10,5
19006,2025-03-10,0
19007,2025-03-25,4
19008,2025-03-24,5
19009,2025-08-30,2
19010,2025-02-18,1
19011,2025-04-24,0
19012,2025-10-20,1
19013,2025-10-01,3
19014,2025-03-10,0
19015,2025-12-28,3
19016,2025-07-13,0
19017,2025-10-28,0
19018,2025-07-23,3
19019,2025-06-21,0
19020,2025-08-07,0
19021,2025-07-11,5
19022,2025-02-05,0
19023,2025-12-30,0
19024,2025-05-20,1
19025,2025-12-28,3
19026,2025-11-18,1
19027,2025-12-31,1
19028,2025-11-17,0
19029,2025-01-10,2
19030,2025-07-03,0
19031,2025-02-09,5
19032,2025-06-15,0
19033,2025-10-03,0
19034,2025-02-06,2
19035,2025-12-21,0
19036,2025-08-07,0
19037,2025-08-16,0
19038,2025-04-24,2
19039,2025-07-02,2
19040,2025-03-28,2
19041,2025-11-05,0
19042,2025-03-09,0
19043,2025-05-17,4
19044,2025-12-28,0
19045,2025-05-26,0
19046,2025-07-10,4
19047,2025-06-29,5
19048,2025-02-14,0
19049,2025-01-28,3
19050,2025-12-09,0
19051,2025-05-09,5
19052,2025-02-22,1
19053,2025-11-03,0
19054,2025-03-21,2
19055,2025-02-14,3
19056,2025-06-02,4
19057,2025-03-12,0
19058,2025-11-06,5
19059,2025-07-22,0
19060,2025-11-11,5
19061,2025-05-05,0
19062,2025-12-04,2
19063,2025-12-06,1
19064,2026-01-02,0
19065,2025-09-26,4
19066,2025-05-24,0
19067,2025-07-23,0
19068,2025-12-26,0
19069,2025-08-15,5
19070,2025-01-15,0
19071,2025-12-14,1
19072,2025-07-01,0
19073,2025-09-30,5
19074,2025-02-10,2
19075,2025-02-20,4
19076,2025-03-25,0
19077,2025-08-12,0
19078,2025-12-17,3
19079,2025-06-02,5
19080,2025-12-29,0
19081,2025-08-03,4
19082,2025-04-05,4
19083,2025-01-16,0
19084,2025-02-20,1
19085,2025-01-12,0
19086,2025-04-02,2
19087,2026-01-01,0
19088,2025-10-02,0
19089,2026-01-03,1
19090,2025-12-30,0
19091,2025-09-08,3
19092,2025-06-08,0
19093,2025-10-26,3
19094,2025-08-15,2
19095,2025-11-07,0
19096,2025-11-02,1
19097,2025-03-15,1
19098,2025-04-18,0
19099,2025-07-05,0
19100,2025-05-01,1
19101,2025-03-23,1
19102,2025-05-29,0
19103,2025-06-29,0
19104,2025-12-11,5
19105,2025-04-10,4
19106,2025-09-22,0
19107,2025-04-22,0
19108,2025-10-12,0
19109,2025-01-19,0
19110,2025-11-18,1
19111,2025-04-04,2
19112,2025-11-03,0
19113,2025-03-07,0
19114,2025-01-19,0
19115,2025-06-15,5
19116,2025-11-27,1
19117,2025-02-19,0
19118,2025-11-08,1
19119,2025-09-13,5
19120,2025-06-17,4
19121,2025-02-28,0
19122,2025-06-11,0
19123,2025-12-24,0
19124,2025-07-22,0
19125,2025-11-13,0
19126,2025-07-11,0
19127,2025-01-25,0
19128,2025-08-28,0
19129,2025-04-09,5
19130,2025-09-12,5
19131,2025-06-01,5
19132,2025-08-02,0
19133,2025-09-27,3
19134,2025-10-07,0
19135,2025-03-21,0
19136,2025-07-12,0
19137,2025-11-26,0
19138,2025-01-10,2
19139,2025-05-27,0
19140,2025-03-31,0
19141,2025-03-05,5
19142,2025-07-28,2
19143,2025-02-05,0
19144,2025-11-19,0
19145,2025-09-02,3
19146,2025-12-03,0
19147,2025-02-11,2
19148,2025-01-22,5
19149,2025-10-30,4
19150,2025-11-27,0
19151,2025-02-24,1
19152,2025-02-21,5
19153,2025-10-14,1
19154,2025-06-11,5
19155,2025-07-03,5
19156,2025-11-21,0
19157,2025-11-12,0
19158,2025-02-07,2
19159,2025-04-13,3
19160,2025-06-02,0
19161,2025-06-04,0
19162,2025-05-22,3
19163,2025-08-24,4
19164,2025-03-03,4
19165,2025-04-30,4
19166,2025-04-24,2
19167,2025-08-11,1
19168,2025-07-17,0
19169,2025-07-05,0
19170,2025-06-01,0
19171,2025-11-20,3
19172,2025-05-26,1
19173,2025-06-19,5
19174,2025-10-09,3
19175,2025-06-07,0
19176,2025-12-02,4
19177,2025-11-03,0
19178,2025-11-19,5
19179,2025-07-22,0
19180,2025-01-18,1
19181,2026-01-02,0
19182,2025-07-18,0
19183,2025-03-25,3
19184,2025-04-06,1
19185,2025-03-24,1
19186,2025-03-14,1
19187,2025-12-30,0
19188,2025-02-17,5
19189,2025-10-26,0
19190,2025-09-29,2
19191,2025-02-05,0
19192,2025-04-05,0
19193,2025-12-16,0
19194,2025-09-23,0
19195,2025-06-26,4
19196,2025-01-11,1
19197,2025-08-13,2
19198,2025-09-17,0
19199,2025-02-14,4
19200,2025-10-18,2
19201,2025-03-03,0
19202,2025-03-09,4
19203,2025-01-25,2
19204,2025-01-18,1
19205,2025-12-15,0
19206,2025-10-27,0
19207,2025-02-11,1
19208,2025-01-21,2
19209,2025-03-12,2
19210,2025-10-21,0
19211,2025-02-27,1
19212,2025-05-01,3
19213,2025-01-15,4
19214,2025-03-29,0
19215,2025-06-19,3
19216,2025-04-06,2
19217,2025-09-28,1
19218,2025-05-03,0
19219,2025-06-09,3
19220,2025-04-24,4
19221,2025-10-30,0
19222,2025-01-31,2
19223,2025-11-15,0
19224,2025-03-08,0
19225,2025-11-14,2
19226,2025-11-13,0
19227,2025-06-07,0
19228,2025-08-04,0
19229,2025-05-22,0
19230,2025-06-07,0
19231,2025-06-07,1
19232,2025-04-11,1
19233,2025-03-05,0
19234,2025-11-18,5
19235,2025-10-03,2
19236,2025-07-01,4
19237,2025-03-03,5
19238,2025-01-13,3
19239,2025-10-30,0
19240,2025-11-20,4
19241,2025-11-13,0
19242,2025-12-04,0
19243,2025-12-26,4
19244,2025-02-08,0
19245,2025-06-09,1
19246,2025-03-31,0
19247,2025-07-26,5
19248,2025-10-26,2
19249,2025-11-07,1
19250,2025-04-10,1
19251,2025-06-15,1
19252,2025-11-28,2
19253,2025-11-10,0
19254,2025-10-12,5
19255,2025-06-26,2
19256,2025-06-26,5
19257,2025-07-15,4
19258,2025-07-23,1
19259,2025-05-30,0
19260,2025-02-25,1
19261,2025-08-31,3
19262,2025-12-11,0
19263,2025-05-20,0
19264,2025-04-09,2
19265,2025-06-13,0
19266,2025-01-31,0
19267,2025-08-11,0
19268,2025-05-21,0
19269,2025-02-21,0
19270,2026-01-04,0
19271,2025-10-18,0
19272,2025-07-02,2
19273,2025-12-16,0
19274,2025-11-07,2
19275,2025-10-31,1
19276,2025-01-29,4
19277,2025-05-27,5
19278,2025-03-28,0
19279,2025-12-27,2
19280,2025-11-13,0
19281,2025-03-21,2
19282,2025-09-03,5
19283,2025-10-01,0
19284,2025-06-17,0
19285,2025-09-09,0
19286,2025-09-03,0
19287,2025-11-05,0
19288,2025-06-01,1
19289,2025-09-13,0
19290,2025-05-15,0
19291,2025-05-25,0
19292,2025-06-11,0
19293,2025-07-28,3
19294,2025-02-20,0
19295,2025-02-01,2
19296,2025-02-28,0
19297,2026-01-03,0
19298,2025-07-14,0
19299,2025-07-06,1
19300,2025-04-30,3
19301,2025-08-17,0
19302,2025-05-14,3
19303,2025-01-14,0
19304,2025-03-07,0
19305,2025-06-18,4
19306,2025-05-28,2
19307,2025-09-16,0
19308,2025-02-01,0
19309,2025-06-01,0
19310,2025-08-31,0
19311,2025-05-31,0
19312,2025-03-04,3
19313,2025-10-25,5
19314,2025-09-28,3
19315,2025-10-04,5
19316,2025-11-27,0
19317,2025-07-06,0
19318,2025-11-09,3
19319,2025-06-12,2
19320,2025-12-06,2
19321,2025-03-20,0
19322,2025-08-28,0
19323,2025-04-07,4
19324,2025-09-26,0
19325,2025-08-31,0
19326,2025-08-15,5
19327,2025-08-10,4
19328,2025-07-11,2
19329,2025-11-10,0
19330,2025-01-21,5
19331,2025-10-26,0
19332,2025-12-19,2
19333,2025-12-19,0
19334,2025-04-10,0
19335,2025-04-07,0
19336,2025-02-07,0
19337,2025-09-20,0
19338,2025-07-25,3
19339,2025-07-03,4
19340,2025-03-05,3
19341,2025-10-24,0
19342,2025-08-08,4
19343,2025-01-26,0
19344,2025-08-26,0
19345,2025-08-19,0
19346,2025-09-12,0
19347,2025-01-15,4
19348,2025-06-12,4
19349,2025-02-22,5
19350,2025-08-15,0
19351,2025-09-21,0
19352,2025-02-05,0
19353,2025-06-18,5
19354,2025-11-19,1
19355,2025-10-12,2
19356,2026-01-05,2
19357,2025-12-29,0
19358,2025-06-12,0
19359,2025-11-07,2
19360,2025-02-08,0
19361,2025-12-06,0
19362,2025-07-10,0
19363,2025-02-24,3
19364,2025-09-05,0
19365,2025-11-17,4
19366,2025-09-10,1
19367,2025-08-01,2
19368,2025-05-22,4
19369,2025-02-01,1
19370,2025-01-09,2
19371,2025-04-17,3
19372,2025-03-19,0
19373,2025-04-27,0
19374,2025-11-15,5
19375,2025-08-20,0
19376,2025-07-05,3
19377,2025-12-28,0
19378,2025-12-31,3
19379,2025-08-22,0
19380,2025-09-06,1
19381,2025-10-25,2
19382,2025-12-17,3
19383,2025-10-22,3
19384,2025-01-31,0
19385,2025-11-15,0
19386,2025-02-22,0
19387,2025-04-03,4
19388,2025-03-24,0
19389,2025-12-30,1
19390,2025-11-03,2
19391,2025-06-23,2
19392,2025-01-15,0
19393,2025-10-15,0
19394,2025-06-26,0
19395,2025-08-15,0
19396,2025-12-17,1
19397,2025-04-23,0
19398,2025-11-21,0
19399,2025-11-15,0
19400,2025-06-01,0
19401,2025-10-15,0
19402,2025-12-12,5
19403,2025-12-30,0
19404,2025-06-07,1
19405,2025-03-29,0
19406,2025-08-06,0
19407,2025-10-08,0
19408,2025-02-09,2
19409,2025-09-29,2
19410,2025-09-24,0
19411,2025-09-12,3
19412,2025-04-30,4
19413,2025-06-23,1
19414,2025-12-29,0
19415,2025-01-18,1
19416,2025-06-07,0
19417,2025-05-01,0
19418,2025-03-28,1
19419,2025-08-22,4
19420,2025-11-13,0
19421,2025-07-21,0
19422,2025-11-13,4
19423,2025-11-25,0
19424,2025-12-22,0
19425,2025-10-27,0
19426,2025-06-02,2
19427,2025-07-08,4
19428,2025-08-03,0
19429,2025-09-14,4
19430,2025-01-31,2
19431,2025-03-03,0
19432,2025-06-15,0
19433,2025-05-25,4
19434,2025-09-14,1
19435,2025-01-15,0
19436,2025-07-20,4
19437,2025-01-21,0
19438,2025-01-23,4
19439,2025-12-06,1
19440,2025-09-23,4
19441,2025-03-11,4
19442,2025-10-02,0
19443,2025-01-17,5
19444,2025-09-26,5
19445,2025-06-28,3
19446,2025-10-29,0
19447,2025-09-23,0
19448,2025-02-16,0
19449,2025-01-18,0
19450,2025-06-11,5
19451,2025-11-27,0
19452,2025-03-01,0
19453,2025-08-05,1
19454,2026-01-05,3
19455,2025-07-13,0
19456,2025-01-13,3
19457,2025-09-05,1
19458,2025-02-14,0
19459,2025-02-20,0
19460,2025-05-20,3
19461,2025-05-04,0
19462,2025-08-20,0
19463,2025-06-05,0
19464,2025-03-31,3
19465,2025-05-03,5
19466,2025-07-14,2
19467,2025-07-26,0
19468,2025-05-15,5
19469,2025-07-10,3
19470,2025-02-16,0
19471,2025-04-27,5
19472,2025-11-09,0
19473,2025-11-07,3
19474,2025-10-01,0
19475,2025-07-22,0
19476,2025-08-22,0
19477,2025-05-29,0
19478,2025-01-12,4
19479,2025-09-26,0
19480,2025-02-10,1
19481,2025-04-22,5
19482,2025-10-09,0
19483,2025-09-21,0
19484,2025-03-14,5
19485,2025-08-10,0
19486,2025-08-15,5
19487,2025-10-24,2
19488,2025-05-05,0
19489,2025-05-06,0
19490,2026-01-03,0
19491,2025-11-26,4
19492,2025-05-11,0
19493,2025-03-20,0
19494,2025-09-20,4
19495,2025-04-09,0
19496,2025-07-06,0
19497,2025-10-18,0
19498,2025-10-31,5
19499,2025-10-06,2
19500,2025-05-07,5
19501,2025-06-29,2
19502,2025-07-08,0
19503,2025-08-02,3
19504,2025-11-08,5
19505,2025-12-08,1
19506,2025-04-29,4
19507,2025-05-24,2
19508,2025-07-18,0
19509,2025-12-18,5
19510,2025-01-15,5
19511,2025-11-27,5
19512,2025-02-09,4
19513,2025-07-31,2
19514,2025-06-30,3
19515,2025-08-19,0
19516,2025-11-22,3
19517,2025-03-31,1
19518,2025-06-09,1
19519,2025-07-21,5
19520,2025-09-02,0
19521,2025-09-05,1
19522,2025-07-05,3
19523,2025-12-31,0
19524,2025-04-03,4
19525,2025-11-18,5
19526,2025-12-26,0
19527,2025-07-31,3
19528,2025-09-06,3
19529,2025-06-29,0
19530,2025-10-29,0
19531,2025-02-22,0
19532,2025-05-03,0
19533,2025-04-05,0
19534,2025-06-14,0
19535,2025-05-01,0
19536,2025-05-17,5
19537,2025-06-12,0
19538,2025-06-01,0
19539,2025-02-07,1
19540,2025-11-25,5
19541,2025-10-17,5
19542,2025-01-13,2
19543,2025-05-26,2
19544,2025-10-05,4
19545,2025-12-24,0
19546,2025-05-14,0
19547,2025-08-09,4
19548,2025-03-07,0
19549,2025-11-05,5
19550,2025-09-14,0
19551,2025-02-28,4
19552,2025-06-30,1
19553,2025-07-05,5
19554,2025-09-03,4
19555,2025-07-13,0
19556,2025-07-03,2
19557,2025-02-10,2
19558,2025-04-29,0
19559,2025-03-01,2
19560,2025-07-07,0
19561,2025-08-02,1
19562,2025-07-20,0
19563,2025-08-08,0
19564,2025-12-23,4
19565,2025-04-13,0
19566,2025-06-26,1
19567,2025-02-09,5
19568,2025-07-20,0
19569,2025-07-15,4
19570,2025-09-12,5
19571,2025-11-15,4
19572,2025-04-02,0
19573,2025-09-22,5
19574,2025-12-27,0
19575,2025-07-02,3
19576,2025-12-14,0
19577,2025-12-20,0
19578,2025-07-31,5
19579,2025-05-27,0
19580,2025-12-28,0
19581,2025-03-21,0
19582,2025-05-27,0
19583,2025-11-02,3
19584,2025-02-24,1
19585,2025-09-25,1
19586,2025-09-30,0
19587,2025-01-25,1
19588,2025-11-18,2
19589,2025-02-21,1
19590,2025-02-11,0
19591,2025-12-29,0
19592,2025-10-15,0
19593,2025-02-09,4
19594,2025-05-19,0
19595,2025-05-21,0
19596,2025-09-04,0
19597,2025-04-09,5
19598,2025-03-09,0
19599,2025-01-22,0
19600,2025-06-25,0
19601,2025-11-09,4
19602,2025-11-16,0
19603,2025-05-30,1
19604,2025-01-28,0
19605,2025-08-20,5
19606,2025-12-15,2
19607,2025-10-12,1
19608,2025-06-06,0
19609,2025-05-17,0
19610,2025-09-02,0
19611,2025-10-07,0
19612,2025-09-09,2
19613,2025-01-29,0
19614,2025-10-09,0
19615,2025-02-21,0
19616,2025-09-05,0
19617,2025-06-24,0
19618,2025-07-09,4
19619,2025-05-14,3
19620,2025-10-18,0
19621,2025-01-28,0
19622,2025-04-28,3
19623,2025-06-14,3
19624,2025-11-02,0
19625,2025-04-21,0
19626,2025-04-05,0
19627,2025-12-30,5
19628,2025-06-25,0
19629,2025-07-30,0
19630,2025-04-25,1
19631,2025-06-27,1
19632,2025-10-04,0
19633,2025-12-01,1
19634,2025-02-21,1
19635,2025-10-15,3
19636,2025-02-14,1
19637,2025-05-09,0
19638,2025-12-31,5
19639,2025-07-21,3
19640,2025-01-09,0
19641,2025-09-24,0
19642,2025-12-10,2
19643,2025-03-14,4
19644,2025-09-01,0
19645,2025-06-28,0
19646,2025-10-24,1
19647,2025-08-16,0
19648,2025-05-17,4
19649,2025-12-04,2
19650,2026-01-01,0
19651,2025-02-08,3
19652,2025-01-20,0
19653,2025-06-20,0
19654,2025-01-22,5
19655,2025-01-28,3
19656,2025-10-04,1
19657,2025-12-03,3
19658,2025-05-14,5
19659,2025-12-29,4
19660,2025-03-20,0
19661,2025-07-17,4
19662,2025-03-29,2
19663,2025-05-17,5
19664,2025-01-12,0
19665,2025-02-05,0
19666,2025-08-10,5
19667,2025-04-09,0
19668,2025-05-31,2
19669,2025-11-25,0
19670,2026-01-01,5
19671,2025-07-13,0
19672,2025-06-17,5
19673,2025-06-16,3
19674,2025-11-26,0
19675,2025-03-28,0
19676,2025-04-10,0
19677,2025-10-13,0
19678,2025-12-24,0
19679,2025-12-05,0
19680,2025-11-13,0
19681,2025-09-03,0
19682,2025-09-28,2
19683,2025-12-10,2
19684,2025-09-12,5
19685,2025-08-14,2
19686,2025-12-26,0
19687,2025-09-30,0
19688,2025-08-18,0
19689,2025-09-24,3
19690,2025-07-10,0
19691,2026-01-02,2
19692,2025-09-26,3
19693,2025-05-19,0
19694,2025-03-21,0
19695,2025-02-02,2
19696,2025-02-27,0
19697,2025-11-29,0
19698,2025-08-04,0
19699,2025-08-08,0
19700,2025-07-01,5
19701,2025-06-19,0
19702,2025-10-09,0
19703,2025-07-30,5
19704,2025-01-22,2
19705,2025-04-25,5
19706,2025-11-30,0
19707,2025-06-01,5
19708,2025-10-07,4
19709,2025-09-27,0
19710,2025-03-06,5
19711,2025-12-21,5
19712,2025-08-22,0
19713,2025-06-12,4
19714,2025-08-20,2
19715,2025-05-22,0
19716,2025-03-23,3
19717,2025-02-18,3
19718,2025-06-06,0
19719,2025-06-21,5
19720,2025-09-28,2
19721,2025-02-06,0
19722,2025-11-29,1
19723,2025-07-26,2
19724,2025-01-23,0
19725,2025-08-19,0
19726,2025-04-28,0
19727,2025-11-07,0
19728,2025-04-18,0
19729,2025-10-12,3
19730,2025-03-24,3
19731,2025-01-22,0
19732,2025-02-05,2
19733,2025-03-18,5
19734,2025-04-10,0
19735,2025-08-25,1
19736,2025-08-10,0
19737,2025-02-15,5
19738,2025-08-03,4
19739,2025-11-25,1
19740,2025-01-23,0
19741,2025-12-03,0
19742,2025-12-31,1
19743,2026-01-01,2
19744,2025-07-21,5
19745,2025-04-08,0
19746,2025-12-20,5
19747,2025-04-06,0
19748,2025-11-03,0
19749,2025-07-14,0
19750,2025-09-25,0
19751,2025-12-02,2
19752,2025-04-04,1
19753,2025-07-07,0
19754,2025-08-15,3
19755,2025-10-14,0
19756,2025-03-25,4
19757,2025-12-29,0
19758,2025-11-21,2
19759,2025-11-05,3
19760,2025-05-20,4
19761,2025-09-19,0
19762,2025-06-25,1
19763,2025-11-21,0
19764,2025-09-02,0
19765,2025-08-31,5
19766,2025-11-01,5
19767,2026-01-03,4
19768,2025-06-16,1
19769,2025-09-24,4
19770,2025-07-09,2
19771,2025-06-08,1
19772,2025-02-19,0
19773,2025-04-23,4
19774,2025-10-18,2
19775,2025-03-12,5
19776,2025-05-06,0
19777,2025-02-03,0
19778,2025-01-25,0
19779,2025-11-10,2
19780,2025-02-21,3
19781,2025-10-18,0
19782,2025-08-08,0
19783,2025-01-20,4
19784,2025-06-21,3
19785,2025-01-20,2
19786,2025-12-01,5
19787,2025-02-08,0
19788,2025-02-18,2
19789,2025-01-25,2
19790,2025-02-24,2
19791,2025-07-11,1
19792,2025-06-13,0
19793,2025-12-20,5
19794,2025-12-19,0
19795,2025-08-27,1
19796,2025-08-29,4
19797,2025-08-08,2
19798,2025-04-24,0
19799,2025-09-22,0
19800,2025-10-14,4
19801,2025-12-08,0
19802,2025-08-17,0
19803,2025-02-13,0
19804,2025-12-22,2
19805,2025-06-25,0
19806,2025-03-23,3
19807,2025-12-24,0
19808,2025-11-15,4
19809,2025-06-19,0
19810,2025-02-16,2
19811,2025-11-22,0
19812,2025-09-21,0
19813,2025-04-09,0
19814,2025-01-23,0
19815,2025-02-13,0
19816,2025-02-12,2
19817,2025-02-26,0
19818,2025-04-07,3
19819,2025-01-30,0
19820,2025-04-16,0
19821,2025-10-05,0
19822,2025-10-10,2
19823,2025-09-01,0
19824,2025-10-13,0
19825,2025-07-13,3
19826,2025-11-21,1
19827,2025-12-21,0
19828,2025-03-15,0
19829,2025-02-21,0
19830,2026-01-07,5
19831,2025-12-10,2
19832,2025-04-26,0
19833,2025-03-06,3
19834,2025-07-25,0
19835,2025-01-30,3
19836,2025-06-15,4
19837,2025-03-01,2
19838,2025-02-17,3
19839,2025-12-16,3
19840,2025-01-09,0
19841,2025-11-13,0
19842,2025-12-10,1
19843,2025-12-13,0
19844,2025-06-28,0
19845,2025-06-16,0
19846,2025-04-14,2
19847,2025-04-15,4
19848,2025-07-12,0
19849,2025-09-13,0
19850,2025-04-18,4
19851,2025-08-28,0
19852,2025-08-15,0
19853,2025-05-03,0
19854,2025-03-30,0
19855,2025-03-28,5
19856,2025-05-07,0
19857,2025-02-19,0
19858,2025-10-30,2
19859,2025-03-25,1
19860,2025-07-24,0
19861,2025-06-18,4
19862,2025-02-26,3
19863,2025-07-17,0
19864,2025-03-10,0
19865,2025-08-03,4
19866,2025-09-30,0
19867,2025-09-17,2
19868,2025-05-10,0
19869,2025-04-08,2
19870,2025-03-04,0
19871,2026-01-03,4
19872,2025-01-18,0
19873,2025-10-26,4
19874,2025-08-29,0
19875,2025-08-26,0
19876,2025-10-11,0
19877,2025-05-29,0
19878,2025-06-25,5
19879,2025-11-19,0
19880,2025-05-25,2
19881,2025-03-23,0
19882,2025-11-08,2
19883,2025-02-08,0
19884,2025-02-28,3
19885,2025-01-17,4
19886,2025-01-13,0
19887,2025-05-19,0
19888,2025-05-22,5
19889,2025-04-04,3
19890,2025-02-05,0
